[]	2070	0.538946893023	0.227116629157
[303, 1653, 1783, 1752, 2033, 1143, 1930, 1551, 740, 496, 661, 54, 1874, 1123, 1852, 1447, 1436, 2041, 486, 1387, 1044, 223, 266, 8, 1876, 1786, 1515, 1471, 1558, 91, 1062, 1217, 443, 1428, 221, 384, 1107, 846, 559, 1731, 365, 946, 1686, 1913, 1241, 4, 1683, 1127, 1255, 1888, 1258, 409, 1046, 1851, 1168, 2034, 567, 1922, 480, 620, 1953, 1400, 1951, 1929, 964, 511, 1936, 839, 97, 172, 1618, 1393, 1152, 112, 1892, 1267, 313, 1366, 1948, 1150, 1965, 1630, 688, 2054, 188, 687, 1074, 244, 502, 617, 898, 1281, 881, 176, 1652, 1357, 1220, 1648, 1616, 1263, 535, 232, 2049, 468, 484, 1853, 1396, 1732, 575, 1894, 1056, 334, 1399, 1195, 60, 2053, 136, 1120, 224, 2056, 219, 1469, 1544, 672, 1264, 1604, 1061, 25, 810, 1321, 2009, 1165, 738, 1976, 1159, 981, 426, 1001, 1048, 1288, 858, 551, 651, 1279, 1723, 1115, 84, 407, 233, 1126, 714, 1040, 1194, 715, 1670, 1322, 762, 1963, 1678, 1481, 2060, 806, 1746, 1441, 2061, 94, 729, 371, 49, 1129, 1416, 938, 1743, 2050, 309, 207, 64, 1164, 302, 1082, 225, 15, 871, 1086, 1283, 1341, 1677, 1103, 1765, 217, 1798, 1360, 1246, 1205, 1161, 1303, 1349, 1118, 1705, 2043]	1870	0.5723359539	0.230083952727
[967, 259, 1398, 277, 549, 1844, 1430, 518, 1266, 437, 1715, 1410, 1575, 258, 1463, 304, 312, 695, 753, 159, 257, 1989, 691, 368, 181, 1635, 1858, 879, 1957, 934, 1313, 1257, 93, 461, 1735, 2057, 1494, 1268, 446, 1739, 2005, 1607, 425, 1277, 1647, 861, 337, 1175, 1371, 1209, 262, 1102, 1757, 748, 1009, 1713, 1923, 1063, 1453, 1799, 1016, 1244, 1440, 1243, 2011, 482, 1744, 878, 789, 178, 1927, 574, 848, 240, 760, 410, 1722, 1906, 335, 234, 697, 1140, 1411, 1730, 995, 1718, 1867, 678, 744, 674, 458, 604, 1302, 141, 1736, 6, 914, 1311, 1940, 1655, 1824, 1348, 1301, 42, 941, 1870, 129, 280, 1587, 3, 728, 1539, 85, 1066, 771, 1345, 1344, 645, 979, 633, 977, 1869, 83, 1403, 9, 1415, 583, 134, 836, 546, 26, 327, 2007, 903, 348, 1285, 1211, 477, 1111, 2046, 96, 572, 377, 897, 888, 700, 24, 449, 478, 614, 352, 1091, 1092, 1979, 427, 340, 492, 1693, 168, 640, 1327, 1762, 20, 1522, 436, 1089, 637, 1287, 1356, 884, 1633, 1981, 1977, 1506, 931, 86, 1997, 1700, 669, 137, 1966, 609, 1039, 1982, 552, 139, 2030, 199, 1282, 1423, 1151, 1248, 853, 1473, 1578, 1476, 2067, 966, 1602, 1720]	1670	0.597012069221	0.23199561643
[641, 1831, 1171, 1095, 1609, 782, 1445, 1737, 811, 1910, 307, 1347, 517, 659, 103, 1252, 1088, 1543, 532, 975, 1306, 1761, 17, 1947, 1227, 1330, 920, 1668, 830, 547, 414, 1405, 182, 1465, 2052, 1597, 1228, 501, 1628, 274, 1674, 1759, 1724, 2048, 533, 1872, 1223, 968, 212, 1364, 1950, 98, 923, 856, 488, 545, 273, 1259, 372, 390, 1605, 891, 2024, 422, 1691, 999, 363, 1216, 766, 1124, 1902, 1294, 608, 149, 1401, 924, 341, 1043, 1868, 1131, 635, 311, 228, 1751, 1359, 1113, 1898, 1822, 1324, 1207, 649, 589, 566, 358, 1970, 2008, 612, 378, 1052, 1703, 869, 1142, 1823, 1425, 1884, 1764, 1756, 444, 1101, 807, 1320, 1958, 1634, 666, 200, 784, 471, 260, 53, 815, 904, 1935, 1903, 453, 1096, 579, 1242, 1439, 912, 1493, 1346, 586, 385, 250, 296, 1794, 984, 868, 724, 218, 1075, 1671, 1197, 261, 2039, 1992, 347, 684, 1386, 1055, 300, 1508, 625, 808, 1547, 1510, 915, 1769, 1955, 662, 209, 1290, 543, 512, 1309, 48, 827, 2021, 1013, 1971, 1148, 2063, 918, 1802, 664, 998, 330, 509, 542, 835, 582, 1882, 1865, 428, 459, 74, 1993, 1202, 876, 1536, 514, 1843, 882, 1392, 1108, 1026, 763, 248, 767, 829]	1470	0.619813983518	0.277974681596
[2031, 1110, 1149, 1636, 235, 419, 1644, 854, 1706, 544, 1218, 785, 356, 2025, 1002, 1613, 1064, 1442, 196, 1808, 1170, 1754, 1747, 610, 73, 1777, 1106, 503, 1234, 859, 1172, 413, 1214, 1260, 2059, 793, 1962, 1827, 963, 31, 376, 1121, 1918, 76, 1984, 1807, 452, 1319, 1296, 1566, 895, 320, 973, 1191, 558, 673, 286, 291, 29, 1709, 1180, 1053, 500, 1081, 580, 564, 578, 842, 849, 263, 1632, 21, 1669, 1232, 1196, 1507, 1173, 777, 163, 493, 1251, 279, 1094, 1132, 1271, 1606, 1019, 1834, 1035, 119, 1525, 202, 1866, 271, 761, 951, 1240, 1567, 1122, 743, 116, 2035, 731, 1278, 171, 1215, 1797, 146, 1673, 996, 907, 195, 1059, 1842, 1995, 850, 104, 1610, 1280, 1004, 758, 1791, 949, 638, 469, 788, 1388, 1839, 1847, 275, 1427, 692, 1420, 1716, 1813, 236, 1337, 360, 1598, 1972, 102, 315, 553, 1585, 2026, 144, 1408, 1407, 618, 705, 1178, 1565, 665, 210, 190, 1432, 1272, 725, 350, 706, 646, 1538, 734, 965, 619, 1029, 115, 1900, 911, 2047, 834, 1946, 39, 1435, 550, 59, 183, 974, 1235, 1459, 581, 1642, 193, 2036, 576, 2018, 2014, 768, 1573, 718, 1690, 513, 1850, 864, 1358, 40, 2066, 541, 481, 1904]	1270	0.641010658189	0.294042560015
[497, 1909, 1845, 1250, 1689, 154, 1800, 1579, 45, 776, 1382, 536, 1206, 523, 922, 308, 613, 1489, 222, 1937, 231, 2016, 1534, 757, 624, 1564, 483, 476, 1187, 415, 1863, 1615, 1335, 720, 556, 1856, 1308, 529, 986, 1153, 988, 682, 120, 1316, 28, 1790, 2038, 1952, 1045, 1784, 1424, 1552, 838, 1664, 386, 90, 319, 862, 420, 1773, 1342, 886, 105, 521, 1325, 1873, 769, 1022, 361, 445, 402, 1782, 831, 451, 647, 434, 1488, 555, 1318, 161, 1583, 359, 1065, 719, 198, 1596, 1877, 68, 2045, 1389, 755, 294, 383, 1994, 1726, 1078, 1622, 1397, 1354, 1601, 822, 1365, 528, 1555, 1617, 872, 201, 226, 667, 626, 251, 524, 663, 205, 1557, 1941, 992, 349, 1130, 1896, 1805, 1646, 1801, 58, 1939, 741, 491, 1374, 1694, 1785, 863, 813, 1848, 1584, 970, 1443, 1529, 1611, 584, 525, 712, 1521, 284, 814, 1779, 792, 855, 812, 1429, 713, 1237, 1753, 143, 1456, 145, 1819, 1238, 874, 519, 765, 1519, 373, 421, 100, 905, 1988, 71, 317, 1351, 1774, 1512, 1370, 456, 438, 1862, 1169, 1901, 1446, 2044, 1964, 1821, 241, 1540, 404, 1291, 510, 952, 1284, 1084, 685, 1710, 605, 1419, 1421, 1561, 185, 475, 926, 290, 229]	1070	0.663264103936	0.29404348767
[565, 1809, 1472, 1600, 474, 1563, 1070, 1637, 135, 1006, 297, 194, 997, 1236, 153, 1390, 2032, 152, 783, 418, 1312, 1295, 442, 1189, 1368, 1875, 1144, 1973, 1928, 1656, 851, 749, 1047, 1572, 1672, 246, 1134, 1660, 354, 890, 186, 1404, 1201, 13, 50, 1517, 1639, 148, 1891, 1433, 113, 485, 106, 2001, 1571, 1592, 204, 1987, 840, 1484, 818, 1219, 1490, 1679, 252, 142, 1532, 156, 1058, 615, 1137, 867, 883, 162, 435, 1959, 671, 1943, 433, 554, 1755, 1021, 272, 155, 447, 976, 180, 184, 1675, 35, 230, 490, 27, 1667, 1854, 1837, 908, 775, 62, 1645, 1707, 329, 799, 388, 683, 1961, 1363, 2068, 611, 310, 1003, 1067, 353, 1911, 1378, 1502, 1945, 989, 1541, 92, 14, 110, 150, 1395, 167, 117, 737, 982, 1192, 288, 107, 1661, 1595, 2003, 479, 301, 1336, 1350, 1742, 1085, 454, 900, 717, 607, 61, 709, 448, 790, 1226, 1083, 1474, 710, 269, 1373, 1771, 400, 1692, 939, 1956, 2020, 1835, 1749, 1665, 1933, 2022, 590, 917, 764, 138, 63, 1680, 990, 877, 1580, 325, 961, 954, 994, 1627, 847, 126, 1114, 1537, 1200, 130, 2064, 351, 140, 1841, 1954, 722, 23, 1362, 1912, 716, 30, 787, 239, 1815, 1792]	870	0.685259104425	0.343629228119
[1276, 2012, 1681, 1776, 1682, 326, 919, 594, 2017, 985, 1293, 1185, 786, 733, 1857, 935, 1449, 1740, 925, 1222, 841, 1626, 752, 164, 1916, 1077, 369, 880, 1619, 11, 1942, 1198, 950, 165, 1444, 901, 573, 1569, 55, 1599, 953, 1778, 1658, 1024, 1174, 395, 1727, 1270, 283, 299, 1409, 133, 1060, 1738, 987, 387, 1145, 1985, 1479, 1181, 1826, 1367, 585, 1530, 910, 370, 1147, 860, 406, 1542, 1895, 1907, 1553, 889, 1560, 819, 256, 1025, 430, 10, 345, 1676, 606, 772, 7, 1275, 405, 746, 174, 1608, 1814, 1333, 1076, 940, 220, 1233, 1467, 801, 1503, 265]	770	0.698765508084	0.340724448677
[1090, 1880, 1031, 1381, 67, 1379, 774, 936, 569, 658, 1594, 1183, 703, 1158, 531, 959, 538, 2062, 1372, 1535, 515, 44, 379, 245, 1893, 389, 1093, 1036, 175, 1593, 2000, 216, 147, 346, 1708, 1230, 160, 1960, 380, 1008, 1816, 2, 655, 1568, 393, 1261, 1666, 1793, 1057, 151, 424, 1314, 1699, 1702, 1526, 189, 1361, 778, 797, 1975, 1550, 1454, 1949, 355, 416, 1527, 516, 1990, 1468, 1620, 1513, 2019, 1141, 1651, 270, 305, 548, 796, 1355, 1417, 318, 969, 1087, 18, 1247, 2058, 1380, 1328, 809, 1804, 12, 1687, 1464, 1758, 343, 668, 694, 1838, 1549, 1772]	670	0.712315931492	0.345119322649
[1586, 599, 1023, 1548, 399, 215, 125, 539, 1033, 1457, 1938, 1733, 1269, 597, 591, 282, 52, 411, 1768, 1210, 681, 1448, 1482, 1695, 295, 832, 1098, 1073, 906, 1027, 255, 401, 634, 1846, 980, 845, 557, 1734, 321, 1820, 238, 1470, 1612, 1462, 592, 1253, 1011, 654, 1711, 1969, 735, 1487, 1996, 670, 132, 821, 1980, 947, 1418, 114, 1659, 408, 1546, 1589, 1504, 520, 338, 121, 1332, 2027, 131, 1588, 1516, 689, 124, 1413, 1741, 791, 621, 1775, 1213, 1297, 333, 242, 1139, 1986, 170, 1643, 727, 1501, 1069, 1729, 1353, 2029, 1326, 699, 933, 642, 487, 1556]	570	0.725233927235	0.371159477017
