GBR,agree,0.128168751345,0.0788735569752
GBR,thinking,0.661628770578,0.155699234252
GBR,understand,0.386965776309,0.198413929334
GBR,question,0.148792474482,0.229892308056
KEN,agree,0.377770446045,0.288608253516
KEN,thinking,0.400127951179,0.566251517018
KEN,understand,0.2001243519,0.31292252274
KEN,question,0.141130821532,0.151170159889
IND,agree,-0.298028843659,0.562653967145
IND,thinking,1.0,0.0
IND,understand,0.485396219367,0.489483667374
IND,question,0.131858543024,0.371580370892
Overall,Overall,0.313661271842
