GBR,agree,0.293508705006,0.0884550448865
GBR,thinking,0.616302618044,0.177188340258
GBR,understand,0.45723107196,0.141781923033
GBR,question,0.136920773619,0.206850393569
KEN,agree,0.453390543593,0.127499713024
KEN,thinking,0.463927829413,0.218662481878
KEN,understand,0.226721588687,0.27798146926
KEN,question,0.136763651142,0.0836077508891
IND,agree,0.293571607383,0.162381384866
IND,thinking,0.60696980947,0.397265295739
IND,understand,0.0800219978125,0.297554164109
IND,question,0.12838871641,0.13473989975
Overall,Overall,0.324476576045
