GBR,agree,0.334902332467,0.0672968241082
GBR,thinking,0.558728515114,0.287468106014
GBR,understand,0.428115791482,0.151365762437
GBR,question,0.144180729752,0.192382786569
KEN,agree,0.44183253256,0.153048380954
KEN,thinking,0.522384779001,0.159961372199
KEN,understand,0.392047301527,0.245291838115
KEN,question,0.108611839378,0.0997046567946
IND,agree,0.403182610122,0.150843245063
IND,thinking,0.444037557069,0.164859050765
IND,understand,0.227054018258,0.185206369622
IND,question,0.0533570585609,0.157616256359
Overall,Overall,0.338202922108
