GBR,agree,0.183579898385,0.10375191354
GBR,thinking,0.667600922774,0.119666749657
GBR,understand,0.467472020369,0.125735572062
GBR,question,0.0810253505359,0.205035711977
KEN,agree,0.411914022535,0.169117120747
KEN,thinking,0.0830573568632,0.729380552599
KEN,understand,0.238474585949,0.309634281556
KEN,question,0.147671094699,0.152355399573
IND,agree,0.151212650672,0.263499891344
IND,thinking,0.70072247532,0.345000325648
IND,understand,-0.0681254343726,0.240003772935
IND,question,0.0365090258157,0.200377156657
Overall,Overall,0.258426164129
